上達,名詞,ジョウタツ,"5,533 "
多重,名詞,タジュウ,"5,532 "
角膜,名詞,カクマク,"5,531 "
公庫,名詞,コウコ,"5,531 "
する,動詞-自立,スル,"5,528 "
ＣＭ,名詞,シーエム,"5,527 "
芽生える,動詞-自立,メバエル,"5,527 "
の末,助詞,ノスエ,"5,525 "
左足,名詞,ヒダリアシ,"5,525 "
ギャンブル,名詞,ギャンブル,"5,524 "
マイホーム,名詞,マイホーム,"5,524 "
真似る,動詞-自立,マネル,"5,524 "
柔らか,名詞,ヤワラカ,"5,523 "
Ｊ,記号,ジェイ,"5,522 "
文系,名詞,ブンケイ,"5,522 "
リリースする,動詞-自立,リリーススル,"5,520 "
細書,名詞,サイショ,"5,518 "
中堅,名詞,チュウケン,"5,517 "
リアリティー,名詞,リアリティ,"5,517 "
テラス,名詞,テラス,"5,515 "
絶好,名詞,ゼッコウ,"5,514 "
微量,名詞,ビリョウ,"5,510 "
若,接頭詞,ワカ,"5,510 "
エキス,名詞,エキス,"5,509 "
終盤,名詞,シュウバン,"5,509 "
別荘,名詞,ベッソウ,"5,509 "
帆,名詞,ホ,"5,508 "
悲しむ,動詞-自立,カナシム,"5,505 "
フィードバック,名詞,フィードバック,"5,505 "
さら,名詞,サラ,"5,503 "
リストラ,名詞,リストラ,"5,503 "
恥じる,動詞-自立,ハジル,"5,502 "
吹き出す,動詞-自立,フキダス,"5,499 "
ワーキング,名詞,ワーキング,"5,497 "
話し方,名詞,ハナシカタ,"5,496 "
書き出す,動詞-自立,カキダス,"5,495 "
設問,名詞,セツモン,"5,495 "
見地,名詞,ケンチ,"5,494 "
発音する,動詞-自立,ハツオンスル,"5,493 "
操縦,名詞,ソウジュウ,"5,491 "
垣間見る,動詞-自立,カイマミル,"5,490 "
くれぐれも,副詞,クレグレモ,"5,490 "
シルバー,名詞,シルバー,"5,488 "
真っ暗,名詞,マックラ,"5,485 "
渡航,名詞,トコウ,"5,484 "
吐き出す,動詞-自立,ハキダス,"5,482 "
肥大,名詞,ヒダイ,"5,481 "
係員,名詞,カカリイン,"5,480 "
足首,名詞,アシクビ,"5,479 "
作法,名詞,サホウ,"5,476 "
社外,名詞,シャガイ,"5,474 "
はめる,動詞-自立,ハメル,"5,474 "
兆候,名詞,チョウコウ,"5,473 "
線維,名詞,センイ,"5,472 "
怯える,動詞-自立,オビエル,"5,471 "
人為,名詞,ジンイ,"5,471 "
頑張れる,動詞-自立,ガンバレル,"5,470 "
中略,名詞,チュウリャク,"5,470 "
文科,名詞,ブンカ,"5,470 "
うかがえる,動詞-自立,ウカガエル,"5,468 "
それだけに,接続詞,ソレダケニ,"5,466 "
パッド,名詞,パッド,"5,464 "
ふく,動詞-自立,フク,"5,464 "
納豆,名詞,ナットウ,"5,459 "
反響,名詞,ハンキョウ,"5,457 "
武道,名詞,ブドウ,"5,457 "
丈,名詞,タケ,"5,455 "
着用,名詞,チャクヨウ,"5,455 "
引き出し,名詞,ヒキダシ,"5,454 "
予言,名詞,ヨゲン,"5,454 "
流れ込む,動詞-自立,ナガレコム,"5,452 "
防水,名詞,ボウスイ,"5,451 "
南西,名詞,ナンセイ,"5,448 "
白血病,名詞,ハッケツビョウ,"5,447 "
食する,動詞-自立,ショクスル,"5,445 "
沈黙,名詞,チンモク,"5,441 "
退院する,動詞-自立,タイインスル,"5,440 "
電話機,名詞,デンワキ,"5,439 "
前もって,副詞,マエモッテ,"5,438 "
メタ,名詞,メタ,"5,438 "
行程,名詞,コウテイ,"5,437 "
射撃,名詞,シャゲキ,"5,437 "
成型,名詞,セイケイ,"5,437 "
パートナーシップ,名詞,パートナーシップ,"5,436 "
目の当たり,副詞,マノアタリ,"5,436 "
投票する,動詞-自立,トウヒョウスル,"5,435 "
乗り換え,名詞,ノリカエ,"5,435 "
分かち合う,動詞-自立,ワカチアウ,"5,435 "
賛同,名詞,サンドウ,"5,432 "
献金,名詞,ケンキン,"5,431 "
ダイヤル,名詞,ダイヤル,"5,431 "
ハンド,名詞,ハンド,"5,430 "
ヘリ,名詞,ヘリ,"5,430 "
呪文,名詞,ジュモン,"5,428 "
糞,名詞,フン,"5,428 "
本尊,名詞,ホンゾン,"5,428 "
持ち歩く,動詞-自立,モチアルク,"5,428 "
苦悩,名詞,クノウ,"5,426 "
孤立する,動詞-自立,コリツスル,"5,426 "
速報,名詞,ソクホウ,"5,426 "
のく,動詞-自立,ノク,"5,426 "
最期,名詞,サイゴ,"5,425 "
電線,名詞,デンセン,"5,425 "
読み上げる,動詞-自立,ヨミアゲル,"5,425 "
ひらがな,名詞,ヒラガナ,"5,423 "
クオリティ,名詞,クオリティ,"5,421 "
過敏,名詞,カビン,"5,420 "
ロケ,名詞,ロケ,"5,419 "
元来,副詞,ガンライ,"5,418 "
緊密,名詞,キンミツ,"5,417 "
震度,名詞,シンド,"5,417 "
筆記,名詞,ヒッキ,"5,416 "
焼却,名詞,ショウキャク,"5,415 "
タコ,名詞,タコ,"5,415 "
脱出する,動詞-自立,ダッシュツスル,"5,415 "
予感,名詞,ヨカン,"5,413 "
溶接,名詞,ヨウセツ,"5,412 "
断片,名詞,ダンペン,"5,411 "
忍耐,名詞,ニンタイ,"5,411 "
怨み,名詞,ウラミ,"5,410 "
仮定,名詞,カテイ,"5,410 "
福利,名詞,フクリ,"5,409 "
ともあれ,接続詞,トモアレ,"5,408 "
何時頃,名詞,イツゴロ,"5,407 "
走行する,動詞-自立,ソウコウスル,"5,407 "
園芸,名詞,エンゲイ,"5,406 "
盛り,名詞,ザカリ,"5,405 "
生姜,名詞,ショウガ,"5,404 "
冬場,名詞,フユバ,"5,404 "
防火,名詞,ボウカ,"5,404 "
頸部,名詞,ケイブ,"5,403 "
参画する,動詞-自立,サンカクスル,"5,401 "
引き付ける,動詞-自立,ヒキツケル,"5,401 "
夕日,名詞,ユウヒ,"5,401 "
露天風呂,名詞,ロテンブロ,"5,401 "
離島,名詞,リトウ,"5,399 "
抱きしめる,動詞-自立,ダキシメル,"5,398 "
思い通り,副詞,オモイドオリ,"5,395 "
絶妙,名詞,ゼツミョウ,"5,394 "
吠える,動詞-自立,ホエル,"5,393 "
借家,名詞,シャクヤ,"5,392 "
老舗,名詞,シニセ,"5,391 "
真面,名詞,マホ,"5,390 "
あー,感動詞,アー,"5,389 "
審議する,動詞-自立,シンギスル,"5,388 "
一丸,名詞,イチガン,"5,387 "
いくら,名詞,イクラ,"5,386 "
からには,助詞,カラニハ,"5,385 "
来院,名詞,ライイン,"5,385 "
旅行する,動詞-自立,リョコウスル,"5,385 "
大学院生,名詞,ダイガクインセイ,"5,384 "
判,名詞,バン,"5,384 "
掲示する,動詞-自立,ケイジスル,"5,383 "
上人,名詞,ショウニン,"5,383 "
要望する,動詞-自立,ヨウボウスル,"5,383 "
スプーン,名詞,スプーン,"5,382 "
当選する,動詞-自立,トウセンスル,"5,382 "
坂道,名詞,サカミチ,"5,381 "
宣伝する,動詞-自立,センデンスル,"5,379 "
リターン,名詞,リターン,"5,378 "
国庫,名詞,コッコ,"5,377 "
差し支える,動詞-自立,サシツカエル,"5,377 "
杭,名詞,クイ,"5,375 "
ズボン,名詞,ズボン,"5,374 "
受領,名詞,ジュリョウ,"5,373 "
披露宴,名詞,ヒロウエン,"5,373 "
寸前,名詞,スンゼン,"5,369 "
上陸,名詞,ジョウリク,"5,367 "
外相,名詞,ガイショウ,"5,366 "
定時,名詞,テイジ,"5,366 "
（株）,記号,（株）,"5,366 "
クッション,名詞,クッション,"5,364 "
葬,名詞,ソウ,"5,363 "
教団,名詞,キョウダン,"5,362 "
酸味,名詞,サンミ,"5,360 "
堪能,名詞,タンノウ,"5,359 "
ムード,名詞,ムード,"5,358 "
選手権,名詞,センシュケン,"5,357 "
返し,名詞,カエシ,"5,356 "
脅す,動詞-自立,オドス,"5,355 "
捕まる,動詞-自立,ツカマル,"5,355 "
反乱,名詞,ハンラン,"5,355 "
本堂,名詞,ホンドウ,"5,355 "
母国,名詞,ボコク,"5,354 "
紙面,名詞,シメン,"5,353 "
両足,名詞,リョウアシ,"5,352 "
さり気,名詞,サリゲ,"5,350 "
ジェンダー,名詞,ジェンダー,"5,350 "
多用する,動詞-自立,タヨウスル,"5,350 "
発癌,名詞,ハツガン,"5,350 "
蒔く,動詞-自立,マク,"5,348 "
行き着く,動詞-自立,イキツク,"5,347 "
心拍,名詞,シンパク,"5,347 "
備え,名詞,ソナエ,"5,347 "
扶助,名詞,フジョ,"5,345 "
団塊,名詞,ダンカイ,"5,343 "
明示,名詞,メイジ,"5,343 "
年賀状,名詞,ネンガジョウ,"5,342 "
陰陽,名詞,インヨウ,"5,341 "
客室,名詞,キャクシツ,"5,341 "
引き下げ,名詞,ヒキサゲ,"5,340 "
一大,名詞,イチダイ,"5,338 "
巧み,名詞,タクミ,"5,338 "
ネック,名詞,ネック,"5,336 "
滅びる,動詞-自立,ホロビル,"5,336 "
乱用,名詞,ランヨウ,"5,335 "
大いなる,連体詞,オオイナル,"5,334 "
現存する,動詞-自立,ゲンソンスル,"5,334 "
言い分,名詞,イイブン,"5,332 "
子猫,名詞,コネコ,"5,332 "
スカート,名詞,スカート,"5,332 "
スクリプト,名詞,スクリプト,"5,331 "
鉛,名詞,ナマリ,"5,331 "
欠損,名詞,ケッソン,"5,328 "
投じる,動詞-自立,トウジル,"5,328 "
ヒーター,名詞,ヒーター,"5,326 "
あぁ,感動詞,アァ,"5,325 "
自賠責,名詞,シバイセキ,"5,325 "
ピント,名詞,ピント,"5,324 "
呼称,名詞,コショウ,"5,322 "
水曜,名詞,スイヨウ,"5,320 "
笹,名詞,ササ,"5,319 "
名字,名詞,ミョウジ,"5,319 "
店主,名詞,テンシュ,"5,318 "
難関,名詞,ナンカン,"5,318 "
縫う,動詞-自立,ヌウ,"5,318 "
代々,名詞,ダイダイ,"5,316 "
路地,名詞,ロジ,"5,314 "
謂,名詞,イイ,"5,313 "
建立する,動詞-自立,コンリュウスル,"5,313 "
さぁ,感動詞,サァ,"5,313 "
洗練する,動詞-自立,センレンスル,"5,312 "
宿泊する,動詞-自立,シュクハクスル,"5,311 "
塚,名詞,ツカ,"5,311 "
いらいら,副詞,イライラ,"5,310 "
留守,名詞,ルス,"5,309 "
取り合う,動詞-自立,トリアウ,"5,308 "
捕虜,名詞,ホリョ,"5,307 "
お盆,名詞,オボン,"5,303 "
成年,名詞,セイネン,"5,303 "
アカデミー,名詞,アカデミー,"5,302 "
飴,名詞,アメ,"5,302 "
まじ,名詞,マジ,"5,302 "
潤い,名詞,ウルオイ,"5,300 "
レモン,名詞,レモン,"5,300 "
いまいち,副詞,イマイチ,"5,299 "
ノン,接頭詞,ノン,"5,299 "
旅する,動詞-自立,タビスル,"5,298 "
漁船,名詞,ギョセン,"5,296 "
いにしえ,名詞,イニシエ,"5,294 "
切り出す,動詞-自立,キリダス,"5,294 "
搬送,名詞,ハンソウ,"5,294 "
個々人,名詞,ココジン,"5,292 "
当館,名詞,トウカン,"5,292 "
ナス,名詞,ナス,"5,292 "
装う,動詞-自立,ヨソオウ,"5,292 "
膣,名詞,チツ,"5,291 "
頂戴する,動詞-自立,チョウダイスル,"5,291 "
ラッシュ,名詞,ラッシュ,"5,290 "
識別する,動詞-自立,シキベツスル,"5,289 "
県知事,名詞,ケンチジ,"5,288 "
直近,名詞,チョッキン,"5,285 "
通院する,動詞-自立,ツウインスル,"5,285 "
資金繰り,名詞,シキングリ,"5,282 "
クリーニング,名詞,クリーニング,"5,278 "
たいして,副詞,タイシテ,"5,278 "
調書,名詞,チョウショ,"5,277 "
突っ込み,名詞,ツッコミ,"5,277 "
アクセル,名詞,アクセル,"5,276 "
独創,名詞,ドクソウ,"5,276 "
ドット,名詞,ドット,"5,276 "
発声,名詞,ハッセイ,"5,274 "
残酷,名詞,ザンコク,"5,273 "
トレーナー,名詞,トレーナー,"5,273 "
託する,動詞-自立,タクスル,"5,272 "
放課後,名詞,ホウカゴ,"5,272 "
駆る,動詞-自立,カル,"5,270 "
老朽,名詞,ロウキュウ,"5,270 "
植林,名詞,ショクリン,"5,269 "
磁場,名詞,ジバ,"5,267 "
ジャガイモ,名詞,ジャガイモ,"5,267 "
鈍い,形容詞,ニブイ,"5,267 "
やく,動詞-自立,ヤク,"5,267 "
割り増し,名詞,ワリマシ,"5,266 "
代える,動詞-自立,カエル,"5,264 "
伐採,名詞,バッサイ,"5,264 "
実証する,動詞-自立,ジッショウスル,"5,262 "
産学,名詞,サンガク,"5,261 "
姑,名詞,シュウトメ,"5,260 "
有識者,名詞,ユウシキシャ,"5,260 "
タマネギ,名詞,タマネギ,"5,257 "
難病,名詞,ナンビョウ,"5,257 "
催す,動詞-自立,モヨオス,"5,257 "
ライダー,名詞,ライダー,"5,257 "
円型,名詞,エンケイ,"5,256 "
アイス,名詞,アイス,"5,254 "
休,名詞,キュウ,"5,254 "
赤外線,名詞,セキガイセン,"5,254 "
阻害,名詞,ソガイ,"5,253 "
義母,名詞,ギボ,"5,250 "
すれ違う,動詞-自立,スレチガウ,"5,249 "
慣行,名詞,カンコウ,"5,248 "
貸与,名詞,タイヨ,"5,247 "
錯覚,名詞,サッカク,"5,244 "
刊行,名詞,カンコウ,"5,243 "
芸人,名詞,ゲイニン,"5,243 "
赴任,名詞,フニン,"5,243 "
ピッチ,名詞,ピッチ,"5,242 "
稲荷,名詞,イナリ,"5,241 "
当会,名詞,トウカイ,"5,241 "
健常,名詞,ケンジョウ,"5,239 "
そうなると,接続詞,ソウナルト,"5,239 "
架空,名詞,カクウ,"5,236 "
芸能人,名詞,ゲイノウジン,"5,235 "
年会,名詞,ネンカイ,"5,235 "
水域,名詞,スイイキ,"5,234 "
常任,名詞,ジョウニン,"5,233 "
おかず,名詞,オカズ,"5,232 "
キャッチ,名詞,キャッチ,"5,232 "
中高年,名詞,チュウコウネン,"5,231 "
モール,名詞,モール,"5,231 "
バイオリン,名詞,バイオリン,"5,230 "
掲示,名詞,ケイジ,"5,227 "
固体,名詞,コタイ,"5,227 "
コール,名詞,コール,"5,227 "
伝達する,動詞-自立,デンタツスル,"5,227 "
澱粉,名詞,デンプン,"5,227 "
重宝する,動詞-自立,チョウホウスル,"5,226 "
まとう,動詞-自立,マトウ,"5,226 "
恒例,名詞,コウレイ,"5,225 "
ぐるぐる,副詞,グルグル,"5,223 "
最長,名詞,サイチョウ,"5,223 "
決め手,名詞,キメテ,"5,222 "
競走,名詞,キョウソウ,"5,222 "
中級,名詞,チュウキュウ,"5,222 "
余剰,名詞,ヨジョウ,"5,222 "
大物,名詞,オオモノ,"5,221 "
謳う,動詞-自立,ウタウ,"5,220 "
区民,名詞,クミン,"5,220 "
嫉妬,名詞,シット,"5,219 "
着手,名詞,チャクシュ,"5,217 "
走り回る,動詞-自立,ハシリマワル,"5,216 "
お,感動詞,オ,"5,215 "
疑似,名詞,ギジ,"5,215 "
味付け,名詞,アジツケ,"5,214 "
沸く,動詞-自立,ワク,"5,213 "
閉ざす,動詞-自立,トザス,"5,212 "
仏壇,名詞,ブツダン,"5,210 "
推計,名詞,スイケイ,"5,209 "
退る,動詞-自立,スサル,"5,208 "
洗顔,名詞,センガン,"5,208 "
おっさん,名詞,オッサン,"5,207 "
腫れる,動詞-自立,ハレル,"5,207 "
放置,名詞,ホウチ,"5,203 "
付与,名詞,フヨ,"5,202 "
帰する,動詞-自立,キスル,"5,201 "
訂正する,動詞-自立,テイセイスル,"5,201 "
道しるべ,名詞,ミチシルベ,"5,201 "
更生,名詞,コウセイ,"5,200 "
庁舎,名詞,チョウシャ,"5,200 "
オタク,名詞,オタク,"5,199 "
反射する,動詞-自立,ハンシャスル,"5,198 "
保湿,名詞,ホシツ,"5,197 "
新婦,名詞,シンプ,"5,195 "
溶け込む,動詞-自立,トケコム,"5,195 "
カプセル,名詞,カプセル,"5,194 "
見当,名詞,ケントウ,"5,193 "
攻め,名詞,セメ,"5,193 "
反論する,動詞-自立,ハンロンスル,"5,193 "
履修する,動詞-自立,リシュウスル,"5,193 "
かけ離れる,動詞-自立,カケハナレル,"5,191 "
多角,名詞,タカク,"5,191 "
再発する,動詞-自立,サイハツスル,"5,190 "
潰れる,動詞-自立,ツブレル,"5,190 "
比重,名詞,ヒジュウ,"5,190 "
ぶれる,動詞-自立,ブレル,"5,190 "
末端,名詞,マッタン,"5,189 "
召す,動詞-自立,メス,"5,189 "
いえ,接続詞,イエ,"5,188 "
すく,動詞-自立,スク,"5,188 "
空調,名詞,クウチョウ,"5,187 "
ポット,名詞,ポット,"5,185 "
改造する,動詞-自立,カイゾウスル,"5,183 "
頻る,動詞-自立,シキル,"5,183 "
非課税,名詞,ヒカゼイ,"5,183 "
噛み合わせ,名詞,カミアワセ,"5,182 "
脂肪酸,名詞,シボウサン,"5,182 "
活字,名詞,カツジ,"5,181 "
公営,名詞,コウエイ,"5,181 "
神さま,名詞,カミサマ,"5,180 "
パケット,名詞,パケット,"5,180 "
控え,名詞,ヒカエ,"5,177 "
眼差し,名詞,マナザシ,"5,176 "
笑み,名詞,エミ,"5,172 "
可哀想,名詞,カワイソウ,"5,171 "
どうし,名詞,ドウシ,"5,171 "
ごめん,感動詞,ゴメン,"5,170 "
効用,名詞,コウヨウ,"5,168 "
歳出,名詞,サイシュツ,"5,167 "
念仏,名詞,ネンブツ,"5,166 "
大雨,名詞,オオアメ,"5,165 "
新郎,名詞,シンロウ,"5,165 "
コミック,名詞,コミックス,"5,164 "
今後,副詞,コンゴ,"5,163 "
多発する,動詞-自立,タハツスル,"5,163 "
上品,名詞,ジョウヒン,"5,162 "
改ざん,名詞,カイザン,"5,159 "
漬け,名詞,ヅケ,"5,159 "
緑化,名詞,リョクカ,"5,159 "
人身,名詞,ジンシン,"5,158 "
素子,名詞,ソシ,"5,157 "
歯医者,名詞,ハイシャ,"5,157 "
趣,名詞,オモムキ,"5,156 "
下山,名詞,ゲザン,"5,156 "
天ぷら,名詞,テンプラ,"5,156 "
本国,名詞,ホンゴク,"5,156 "
人脈,名詞,ジンミャク,"5,155 "
転送する,動詞-自立,テンソウスル,"5,153 "
裏付け,名詞,ウラヅケ,"5,151 "
見下ろす,動詞-自立,ミオロス,"5,151 "
エクササイズ,名詞,エクササイズ,"5,150 "
半角,名詞,ハンカク,"5,150 "
賢明,名詞,ケンメイ,"5,149 "
農協,名詞,ノウキョウ,"5,149 "
警戒する,動詞-自立,ケイカイスル,"5,148 "
万能,名詞,バンノウ,"5,147 "
ブナ,名詞,ブナ,"5,147 "
強迫,名詞,キョウハク,"5,146 "
ブリッジ,名詞,ブリッジ,"5,146 "
解雇する,動詞-自立,カイコスル,"5,145 "
ナチュラル,名詞,ナチュラル,"5,145 "
マスメディア,名詞,マスメディア,"5,145 "
届け出,名詞,トドケデ,"5,143 "
幾たび,名詞,イクタビ,"5,142 "
切断,名詞,セツダン,"5,142 "
ムービー,名詞,ムービー,"5,142 "
予選,名詞,ヨセン,"5,142 "
散布,名詞,サンプ,"5,141 "
藩主,名詞,ハンシュ,"5,141 "
換算,名詞,カンサン,"5,140 "
強盗,名詞,ゴウトウ,"5,140 "
戦艦,名詞,センカン,"5,140 "
~,記号,￣,"5,139 "
兄ちゃん,名詞,ニイチャン,"5,137 "
誘致,名詞,ユウチ,"5,137 "
押し寄せる,動詞-自立,オシヨセル,"5,136 "
助産,名詞,ジョサン,"5,136 "
からみて,助詞,カラミテ,"5,135 "
神学,名詞,シンガク,"5,135 "
解体する,動詞-自立,カイタイスル,"5,133 "
軽自動車,名詞,ケイジドウシャ,"5,133 "
製法,名詞,セイホウ,"5,132 "
転倒,名詞,テントウ,"5,132 "
トップページ,名詞,トップページ,"5,132 "
輪郭,名詞,リンカク,"5,131 "
つまみ,名詞,ツマミ,"5,129 "
コンプレックス,名詞,コンプレックス,"5,128 "
スピーディー,名詞,スピーディー,"5,127 "
本業,名詞,ホンギョウ,"5,127 "
埋もれる,動詞-自立,ウモレル,"5,124 "
沿線,名詞,エンセン,"5,123 "
切り替わる,動詞-自立,キリカワル,"5,123 "
喪失する,動詞-自立,ソウシツスル,"5,123 "
プレゼン,名詞,プレゼン,"5,123 "
真っ直ぐ,名詞,マッスグ,"5,123 "
賛成する,動詞-自立,サンセイスル,"5,121 "
内蔵,名詞,ナイゾウ,"5,121 "
字幕,名詞,ジマク,"5,120 "
館内,名詞,カンナイ,"5,119 "
総称,名詞,ソウショウ,"5,119 "
提携する,動詞-自立,テイケイスル,"5,119 "
アルファベット,名詞,アルファベット,"5,118 "
巡回,名詞,ジュンカイ,"5,118 "
ドラック,名詞,ドラッグ,"5,118 "
頑固,名詞,ガンコ,"5,117 "
ほら,感動詞,ホラ,"5,117 "
信条,名詞,シンジョウ,"5,116 "
しばし,副詞,シバシ,"5,115 "
招待する,動詞-自立,ショウタイスル,"5,115 "
ミュージシャン,名詞,ミュージシャン,"5,113 "
きめ細かい,形容詞,キメコマカク,"5,111 "
だらだら,副詞,ダラダラ,"5,110 "
つぶれる,動詞-自立,ツブレル,"5,110 "
魔術,名詞,マジュツ,"5,110 "
吟醸,名詞,ギンジョウ,"5,109 "
紙幣,名詞,シヘイ,"5,109 "
爆撃,名詞,バクゲキ,"5,108 "
斗,名詞,ト,"5,105 "
洞,名詞,ホラ,"5,105 "
リーディング,名詞,リーディング,"5,105 "
受理する,動詞-自立,ジュリスル,"5,104 "
藁,名詞,ワラ,"5,104 "
ゲージ,名詞,ゲージ,"5,103 "
光線,名詞,コウセン,"5,102 "
フォーク,名詞,ホーク,"5,101 "
名作,名詞,メイサク,"5,101 "
リスニング,名詞,リスニング,"5,101 "
掘り下げる,動詞-自立,ホリサゲル,"5,100 "
落ち着き,名詞,オチツキ,"5,098 "
ハッピー,名詞,ハッピー,"5,098 "
控えめ,名詞,ヒカエメ,"5,098 "
稜線,名詞,リョウセン,"5,096 "
買い手,名詞,カイテ,"5,095 "
覆す,動詞-自立,クツガエス,"5,095 "
三角形,名詞,サンカッケイ,"5,095 "
醍醐味,名詞,ダイゴミ,"5,094 "
立ち会う,動詞-自立,タチアウ,"5,093 "
ギョーザ,名詞,ギョウザ,"5,092 "
トウモロコシ,名詞,トウモロコシ,"5,092 "
天つち,名詞,アメツチ,"5,091 "
発祥,名詞,ハッショウ,"5,091 "
気功,名詞,キコウ,"5,090 "
割り切る,動詞-自立,ワリキル,"5,090 "
糸口,名詞,チョ,"5,089 "
修了する,動詞-自立,シュウリョウスル,"5,088 "
警官,名詞,ケイカン,"5,087 "
≫,記号,≫,"5,086 "
≪,記号,≪,"5,085 "
歯茎,名詞,ハグキ,"5,085 "
売店,名詞,バイテン,"5,085 "
引き返す,動詞-自立,ヒキカエス,"5,085 "
採択,名詞,サイタク,"5,083 "
通報する,動詞-自立,ツウホウスル,"5,083 "
片側,名詞,カタガワ,"5,082 "
次期,名詞,ジキ,"5,080 "
就寝,名詞,シュウシン,"5,079 "
適す,動詞-自立,テキス,"5,078 "
見込める,動詞-自立,ミコメル,"5,077 "
遅らせる,動詞-自立,オクラセル,"5,076 "
刑法,名詞,ケイホウ,"5,076 "
下落する,動詞-自立,ゲラクスル,"5,076 "
暴走,名詞,ボウソウ,"5,076 "
病原,名詞,ビョウゲン,"5,074 "
ユーモア,名詞,ユーモア,"5,074 "
石垣,名詞,イシガキ,"5,072 "
ほんと,感動詞,ホント,"5,072 "
遠慮する,動詞-自立,エンリョスル,"5,071 "
外出する,動詞-自立,ガイシュツスル,"5,071 "
多発,名詞,タハツ,"5,071 "
乳腺,名詞,ニュウセン,"5,071 "
社交,名詞,シャコウ,"5,070 "
避妊,名詞,ヒニン,"5,069 "
乳酸菌,名詞,ニュウサンキン,"5,068 "
放出,名詞,ホウシュツ,"5,068 "
聴取,名詞,チョウシュ,"5,066 "
衆,名詞,シュウ,"5,065 "
磁石,名詞,ジシャク,"5,064 "
引き下げる,動詞-自立,ヒキサゲル,"5,064 "
患う,動詞-自立,ワズラウ,"5,064 "
亜鉛,名詞,アエン,"5,063 "
暗証,名詞,アンショウ,"5,063 "
マニア,名詞,マニア,"5,061 "
胸部,名詞,キョウブ,"5,060 "
占領する,動詞-自立,センリョウスル,"5,060 "
点在する,動詞-自立,テンザイスル,"5,060 "
非常勤,名詞,ヒジョウキン,"5,060 "
火葬,名詞,カソウ,"5,059 "
持たせる,動詞-自立,モタセル,"5,058 "
アセスメント,名詞,アセスメント,"5,057 "
水深,名詞,スイシン,"5,057 "
はやる,動詞-自立,ハヤル,"5,056 "
偏り,名詞,カタヨリ,"5,055 "
築き上げる,動詞-自立,キズキアゲル,"5,055 "
眩しい,形容詞,マブシク,"5,055 "
切り捨てる,動詞-自立,キリステル,"5,054 "
市町,名詞,シチョウ,"5,054 "
徹する,動詞-自立,テッスル,"5,054 "
専属,名詞,センゾク,"5,052 "
にこにこ,副詞,ニコニコ,"5,051 "
連なる,動詞-自立,ツラナル,"5,050 "
利権,名詞,リケン,"5,049 "
こる,動詞-自立,コル,"5,048 "
腐敗,名詞,フハイ,"5,048 "
区内,名詞,クナイ,"5,047 "
としまして,助詞,トシマシテ,"5,047 "
眉,名詞,マユ,"5,047 "
執行する,動詞-自立,シッコウスル,"5,046 "
そのほか,名詞,ソノホカ,"5,046 "
性的,名詞,セイテキ,"5,045 "
送電,名詞,ソウデン,"5,045 "
撤退する,動詞-自立,テッタイスル,"5,045 "
補完,名詞,ホカン,"5,045 "
汲む,動詞-自立,クム,"5,044 "
休める,動詞-自立,ヤスメル,"5,043 "
染み込む,動詞-自立,シミコム,"5,042 "
断念する,動詞-自立,ダンネンスル,"5,042 "
灰色,名詞,ハイイロ,"5,042 "
結成,名詞,ケッセイ,"5,041 "
序盤,名詞,ジョバン,"5,041 "
好感,名詞,コウカン,"5,040 "
すんなり,副詞,スンナリ,"5,039 "
下地,名詞,シタジ,"5,038 "
年長,名詞,ネンチョウ,"5,038 "
冷房,名詞,レイボウ,"5,038 "
鮎,名詞,アユ,"5,037 "
奥行き,名詞,オクユキ,"5,037 "
宮殿,名詞,キュウデン,"5,037 "
復元する,動詞-自立,フクゲンスル,"5,037 "
ドナー,名詞,ドナー,"5,036 "
配属,名詞,ハイゾク,"5,036 "
旅人,名詞,タビビト,"5,033 "
保,名詞,ホ,"5,033 "
不眠,名詞,フミン,"5,032 "
インセンティブ,名詞,インセンティブ,"5,031 "
敬語,名詞,ケイゴ,"5,031 "
風情,名詞,フゼイ,"5,031 "
ジャック,名詞,ジャック,"5,030 "
省略,名詞,ショウリャク,"5,027 "
上述,名詞,ジョウジュツ,"5,027 "
申し立てる,動詞-自立,モウシタテル,"5,025 "
容姿,名詞,ヨウシ,"5,025 "
契機,名詞,ケイキ,"5,023 "
結集する,動詞-自立,ケッシュウスル,"5,023 "
交易,名詞,コウエキ,"5,023 "
煽る,動詞-自立,アオル,"5,022 "
退屈,名詞,タイクツ,"5,022 "
照る,動詞-自立,テル,"5,022 "
エンディング,名詞,エンディング,"5,021 "
休止,名詞,キュウシ,"5,020 "
離職,名詞,リショク,"5,020 "
啓蒙,名詞,ケイモウ,"5,019 "
良品,名詞,リョウヒン,"5,018 "
追跡,名詞,ツイセキ,"5,017 "
吸引,名詞,キュウイン,"5,016 "
振り向く,動詞-自立,フリムク,"5,015 "
仕込み,名詞,シコミ,"5,014 "
山中,名詞,サンチュウ,"5,012 "
とまる,動詞-自立,トマル,"5,012 "
用法,名詞,ヨウホウ,"5,010 "
消化する,動詞-自立,ショウカスル,"5,009 "
続々,副詞,ゾクゾク,"5,009 "
お出で,名詞,オイデ,"5,008 "
垂れ,名詞,タレ,"5,008 "
試行,名詞,シコウ,"5,007 "
シリコン,名詞,シリコン,"5,006 "
反発する,動詞-自立,ハンパツスル,"5,006 "
風習,名詞,フウシュウ,"5,006 "
酔い,名詞,ヨイ,"5,006 "
